id	lastName	givenName1	givenName2	dateOfBirth	sex	country	isAlive	locality	postcode	originalContext	recordDate
v4h-oou	LILLEY	JARVIS	DONG	1939-04-02	M	Australia	N	Queens Domain	7000	null	2004-06-10
we5-ht9	MCMASTERS	NICHOLAS	HAL	1945-08-06	M	Australia	N	Mooroobool	4870	null	2007-05-24
nb0-dg3	BARTLETT	MAUREEN	ASTRID	1975-04-25	F	Australia	Y	Coreen	2646	null	1999-08-07
54v-bwe	HACKBARTH	LUZ	PANSY	1975-08-24	F	Australia	Y	Main Beach	4217	null	2014-03-23
wph-0v4	GASAWAY	ORVILLE	ISREAL	1997-08-13	M	Australia	Y	Elermore Vale	2287	null	2006-11-25
er7-jbw	SCHINDLER	MERLIN	MATT	1985-09-06	M	Australia	Y	Mount Richon	6112	null	2004-12-09
qow-yrm	CARNELL	EVA	LACIE	1949-03-09	F	Pakistan	N	Pakistan		null	2015-07-11
65b-2vc	BURBANK	EVALYN	JACQUE	1964-04-07	F	Australia	Y	Nhulunbuy	0880	null	2013-11-02
a73-7i7	FOREHAND	REYNALDO	RODERICK	1999-03-19	M	Australia	Y	Newstead (Qld)	4006	null	2017-01-17
twk-jjn	CARRIER	PHUONG	TISHA	1944-07-20	F	Australia	Y	Auchenflower	4066	null	2003-06-14
uiz-484	PICKEL	BERNIE	DAVID	1962-12-25	M	Australia	Y	Belmont North	2280	null	2010-02-26
m37-7ie	TONEY	HOLLIE	LUCIE	1961-08-04	F	Australia	Y	Empire Vale	2478	null	2005-06-25
ua2-dog	PETRONE	LAURENCE	SAM	1992-11-03	M	Australia	Y	Castlemaine	3450	null	2006-03-25
bsz-3vt	MALLETTE	REFUGIO	DOUG	2012-08-28	M	Pakistan	Y	Pakistan		null	2016-07-21
690-r7r	WATFORD	MATTIE	TWYLA	1988-07-22	F	Australia	N	Mount Kynoch	4350	null	2007-06-10
3pg-scm	BOLDT	TERI	NEDRA	1931-12-27	F	Timor Leste	Y	Timor Leste		null	1998-05-21
nyw-5oh	DENNISON	ABEL	EVERETTE	1965-09-06	M	Bulgaria	Y	Bulgaria		null	2000-01-23
u62-0m7	LANGER	JEANE	GERDA	1993-04-03	F	Australia	Y	Narre Warren South	3805	null	2012-05-01
je4-38c	MCCARTNEY	CHARLINE	MAYRA	1962-06-01	F	Australia	Y	Yattalunga (SA)	5114	null	2015-12-17
0p2-j8b	FIALA	VERGIE	COLLEEN	1993-02-26	F	Australia	Y	Noranda	6062	null	2011-06-21
v4x-5nb	GOGGINS	KARON	JONNA	1998-07-05	F	Australia	Y	Fingal Bay	2315	null	2008-08-17
bnj-9hz	FAY	ANASTASIA	KYUNG	1955-05-17	F	Germany	Y	Germany		null	2011-09-16
7p4-wpb	PLUM	ISIAH	ELIAS	1974-06-14	M	Australia	Y	Curtin	2605	null	2017-07-23
uah-9yb	KWIATKOWSKI	LUCINDA	MAE	1966-02-22	F	Australia	Y	Wurtulla	4575	null	2002-02-03
k4a-3jn	PLANK	LESLEY	ROSANNE	1990-08-26	F	Colombia	Y	Colombia		null	2017-01-14
3h4-6ni	LANZA	PARKER	MICHEL	1953-06-08	M	Australia	Y	Wahroonga	2076	null	1999-04-11
yzd-zvd	LEMMON	ALDA	LAUREEN	1959-09-25	F	Australia	Y	North Manly	2100	null	2011-11-20
si9-bvr	TON	RENE	COLE	1992-10-04	M	Australia	Y	Baan Baa	2390	null	2012-08-14
9gq-fr2	BLATT	REBEKAH	TANESHA	1992-09-01	F	Somalia	Y	Somalia		null	2002-12-24
0tt-pci	CRUTCHFIELD	CLEMENTE	ARLIE	1949-08-20	M	Australia	Y	Mount Eliza	3930	null	2014-07-14
ws6-oeq	POOLER	MILTON	JOEY	1952-05-09	M	Australia	Y	Roxburgh Park	3064	null	2002-09-04
pym-k7f	CULBERSON	MICKEY	COY	1944-06-24	M	Australia	Y	North Willoughby	2068	null	2001-11-18
xk2-uy4	SONNIER	RUTH	LEANNA	1976-08-08	F	Iran	Y	Iran		null	2002-10-05
f7g-iyr	WILFONG	JUSTINA	EDYTHE	1940-05-20	F	Australia	Y	Anakie	3221	null	2003-09-07
9dt-98e	RAWLINSON	CARMAN	ISABELLE	1995-02-26	F	Australia	Y	Brierfield	2454	null	2008-08-09
5g9-dga	BEVAN	PANSY	KARLENE	1976-10-05	F	Australia	Y	Port Kennedy	6172	null	2017-07-15
fba-yb2	TOWERS	ROBT	ED	1980-02-25	M	Australia	Y	Glenfield (NSW)	2167	null	2009-05-16
qsh-90m	ALDEN	KARRI	CARISSA	1975-04-23	F	Australia	Y	Camp Hill	4152	null	2008-01-23
679-fix	CHAPPELLE	LORA	KATHRYNE	1989-10-08	F	Australia	Y	Williamstown (WA)	6430	null	2013-08-13
uq2-2g3	COCHRANE	JOHN	WALTON	1976-05-14	M	Australia	Y	Big Hill (Greater Bendigo - Vic.)	3555	null	2004-06-03
emu-eti	RIFE	ALEX	JEFF	1968-12-09	M	Australia	Y	Grahamvale	3631	null	2014-06-16
473-vuj	VARNER	JAMMIE	FILOMENA	1980-12-02	F	Australia	Y	Bilpin	2758	null	2002-03-28
mk5-tjx	JAYNES	KATHRYNE	ALENA	1962-12-23	F	Armenia	Y	Armenia		null	2009-05-18
nw5-y4i	STEFFEN	CHAROLETTE	LARA	1978-12-18	F	Gabon	Y	Gabon		null	2012-09-21
vbh-05p	NEWSOME	EFFIE	LUELLA	1972-03-06	F	Australia	Y	Newport (Vic.)	3015	null	2008-11-11
qsq-xp5	FAY	LUCINDA	MAJORIE	1959-07-28	F	Australia	Y	Belmore	2192	null	2011-05-18
w7y-qpy	MCCURDY	MADELINE	DAWN	1951-06-05	F	Malawi	Y	Malawi		null	2000-09-28
trq-4wo	MCINTYRE	CARROL	GEORGIANA	1996-04-12	F	Azerbaijan	Y	Azerbaijan		null	2011-03-17
v0h-mpn	HAZZARD	GENOVEVA	PAULINE	1976-06-11	F	Australia	Y	Doyalson	2262	null	2013-11-20
5yh-6fh	SPRADLING	OMAR	SIDNEY	1970-04-06	M	Australia	Y	Priestdale	4127	null	2007-08-03
pe8-o7t	MAYER	CHASTITY	ROSETTA	1969-09-02	F	Australia	Y	South Granville	2142	null	2010-08-19
063-j5u	TARPLEY	RUBY	LURA	1967-04-16	F	Australia	Y	Burpengary East	4505	null	2002-02-20
78f-wvx	DANLEY	JARVIS	JULIO	1994-02-14	M	Georgia	Y	Georgia		null	2008-05-28
2hp-2zb	PATON	BRIDGETTE	CHRISTIN	1964-06-10	F	Australia	Y	Grays Point	2232	null	2002-11-26
kin-gax	DEROSA	ANGELIQUE	OLA	1955-12-03	F	Ethiopia	N	Ethiopia		null	2012-12-10
cdn-n6c	MCNEIL	COLIN	ZANE	1962-03-10	M	Australia	Y	Ovingham	5082	null	2005-12-10
r8a-v8a	HAGGARD	ORLANDO	PHILLIP	1939-08-13	M	Tunisia	N	Tunisia		null	2006-02-24
brv-oqz	VOGT	KACEY	ELIDA	2002-12-19	F	Australia	Y	Parklea	2768	null	2014-12-24
tg5-2kh	MORRISSETTE	EDWIN	QUINTIN	1987-10-07	M	Australia	Y	Glen Oak	2320	null	2011-07-14
8c8-qfa	LUNCEFORD	THERON	AMADO	1976-10-20	M	Australia	Y	North Batemans Bay	2536	null	2014-07-05
2z7-4ec	LAINE	ANNABEL	RAMONA	1946-05-27	F	Australia	N	Dharruk	2770	null	2008-02-09
ct7-oo6	KEMPTON	DANNIE	WALDO	1990-03-02	M	Australia	Y	West Pennant Hills	2125	null	2010-12-20
j05-ycn	HILDERBRAND	WINIFRED	CECILIA	2005-03-02	F	Australia	Y	St Helena	3088	null	2009-03-12
yr9-xpo	STURGIS	DEMETRIA	WHITNEY	1973-04-18	F	Australia	Y	Berkeley	2506	null	2016-12-16
acm-ojx	FAIRCLOTH	TOYA	ALLENE	1943-03-11	F	India	Y	India		null	2000-12-04
xwc-4d7	MIZELL	KENNA	META	1944-09-09	F	Australia	Y	Dunmore (NSW)	2529	null	2003-04-02
xwr-b0j	SLOCUM	STAN	JOE	1990-01-08	M	Australia	Y	Cabarita (NSW)	2137	null	1999-08-18
805-494	ENGELHARDT	DOUGLASS	ART	2009-06-04	M	Australia	Y	Chester Hill	2162	null	2016-08-04
hhk-k4m	HIPP	VENUS	SUSANNAH	1964-10-26	F	Ethiopia	Y	Ethiopia		null	2015-10-18
rt0-i4s	BEECHER	CLAY	MITCHELL	1946-02-07	M	Australia	N	Forest Glen (Qld)	4556	null	2007-05-10
4qm-fm4	LAURENT	JACKIE	MEL	1973-10-22	M	Australia	Y	Dolans Bay	2229	null	2004-01-04
