id	lastName	givenName1	givenName2	dateOfBirth	sex	countryOfCitizenship	isAlive	nominalLocality	nominalPostcode	recordDate
x5h-nuz	ROLAND	CONCETTA	CHRIS	2000-06-01	F	Australia	Y	Maneroo	4730	2008-05-23
mji-039	COONS	TUAN	SAM	1964-03-19	M	Australia	Y	Ridgewood (Qld)	4563	2002-06-15
yak-s8s	SEIBEL	NATHANAEL	KARL	1999-09-11	M	Australia	Y	Cape Bridgewater	3305	2016-10-23
7f0-jdw	FEDERICO	HERBERT	GRANT	1998-07-16	M	Malaysia	Y	Malaysia		2015-09-08
364-wsa	BURDICK	BARTON	MILAN	1955-06-06	M	Guyana	Y	Guyana		2001-04-13
bki-9sy	PITTS	CLARK	JC	1954-06-17	M	Italy	Y	Italy		2011-05-10
e9x-4yf	HATTON	JENNIE	ELAINA	1962-11-22	F	Australia	N	Port Noarlunga South	5167	2017-05-23
36m-s8o	NAUMAN	KAYE	EMILIE	1978-06-12	F	Australia	Y	Coleraine	3315	2000-01-26
mq5-j39	WOOLLEY	MARSHA	ALEXANDRIA	1969-08-23	F	Australia	N	Peregian Springs	4573	2013-04-23
w69-e23	CRAMPTON	GWEN	LUCILE	1962-10-10	F	Australia	Y	Baldivis	6171	2015-05-12
wyb-avt	OUELLETTE	DORIAN	CARROLL	1959-03-09	M	Malawi	Y	Malawi		2012-02-25
w7y-ey9	CARDWELL	ROMAN	CRISTOPHER	1949-11-07	M	Australia	Y	Marlo	3888	2002-01-23
8n3-7s7	BARNER	ETHAN	BRADLEY	1963-06-16	M	Australia	Y	Cranbrook (Qld)	4814	2002-02-01
5qg-43g	SADOWSKI	ARON	IRVING	1949-11-23	M	Australia	Y	Belmont (Qld)	4153	2013-04-12
n4r-ut2	EDINGTON	SUZAN	KERRI	1991-09-13	F	Australia	Y	Flinders Park	5025	2015-08-13
d8b-kdu	HAYNES	NEDRA	ARIANA	1993-02-03	F	Laos	Y	Laos		2015-04-10
dx3-tgb	YEARWOOD	ELISE	SADE	1990-05-12	F	Australia	Y	Helensburgh	2508	2005-11-06
059-ztz	HOLZ	CORDELL	HASSAN	1974-08-22	M	Australia	Y	Wellington Point	4160	2013-07-09
h7w-8re	DRY	CARYN	ALTA	2001-08-03	F	Australia	Y	Montrose (Tas.)	7010	2015-06-09
zsk-2v6	WINE	ALEXIS	STEVEN	1975-05-14	M	Australia	Y	Port Kembla	2505	2010-12-15
mac-q5a	BARON	MITCHELL	CECIL	1946-04-17	M	Thailand	Y	Thailand		2008-02-19
cf3-5kt	KUHN	CLAIR	THANH	2001-01-15	M	Australia	Y	Wilson	6107	2007-10-25
3km-u0s	MATHEW	LINDSEY	BRYCE	1934-09-22	M	Malaysia	N	Malaysia		2003-05-16
ppt-mq3	ROBIN	BYRON	SANFORD	2004-03-22	M	Australia	Y	Mepunga East	3277	2013-10-06
tfr-ao4	COLLINGS	TILLIE	LETITIA	1978-11-02	F	China	Y	China		2015-12-01
iib-eee	EAVES	JOHNATHON	HUGH	1950-07-12	M	Australia	Y	Balmain	2041	2013-02-28
xni-yv7	SELF	KELSEY	ADA	1994-09-06	F	Australia	Y	Berala	2141	2001-10-19
7zc-rjq	MANTOOTH	REBECCA	GISELA	1960-01-12	F	Australia	Y	Leeming	6149	2004-06-05
4a3-3uc	GAYLORD	MITCHEL	TOMMY	1956-09-19	M	Iran	Y	Iran		2003-10-10
hv7-wuh	HATFIELD	GEMMA	NOVA	2002-04-26	F	New Zealand	Y	New Zealand		2013-04-05
shd-a3o	BACKSTROM	OLIVER	LAMAR	1938-05-10	M	Australia	Y	Mount Gravatt	4122	2000-12-07
hyw-tu8	ROSCOE	WOODROW	SANTOS	1981-08-07	M	Australia	Y	Netherby (Vic.)	3418	2000-03-28
bic-umo	VIERRA	MARIANNA	XIOMARA	1931-11-09	F	Australia	Y	Ashley	2400	1998-04-13
4ks-ohb	BITTINGER	DEMARCUS	LUIS	1986-03-07	M	Mexico	Y	Mexico		2006-11-02
rdj-6es	BIERMAN	LINNIE	SABINA	1957-06-05	F	Nigeria	Y	Nigeria		2003-03-14
a08-05k	TROUTMAN	WINNIE	FELISHA	1978-09-25	F	Australia	Y	Thornlie	6108	2011-01-09
z0q-4vj	MCCARLEY	NITA	LILLY	2007-06-25	F	Australia	Y	Point Lonsdale	3225	2015-04-14
pxx-ej9	CAVENDER	ISAIAH	PERRY	1983-11-23	M	Australia	Y	Mallabula	2319	1998-10-28
p2b-fwg	LO	EILEEN	THELMA	1991-02-04	F	Cape Verde	Y	Cape Verde		2011-12-14
vqk-fkv	MCCOURT	ARDIS	VALERIE	1937-06-02	F	Burkina Faso	N	Burkina Faso		2000-07-26
k0p-2du	MATTISON	MILLICENT	GEORGIA	1949-12-18	F	Malta	N	Malta		2013-11-06
wda-8f3	KOZIOL	AGUSTINA	YADIRA	1953-12-24	F	Australia	Y	Thornlands	4164	2006-05-20
pag-6wr	BRYANT	ALYCIA	MARTY	1966-02-28	F	Australia	Y	Queenscliff (Vic.)	3225	2010-09-20
ueh-ivc	GUILLAUME	BLAINE	FREDERICK	1959-09-16	M	Australia	Y	Wolli Creek	2205	2014-03-09
77a-7ho	LAMOREAUX	LACIE	GERRI	1971-08-11	F	Australia	Y	Bootawa	2430	2009-12-03
dnp-h7t	FLY	ZOLA	ELOUISE	2010-11-23	F	Australia	Y	Clermont	4721	2016-03-01
ui4-4ic	TUCCI	ASIA	BONITA	1983-01-16	F	Ethiopia	Y	Ethiopia		2013-10-17
0f3-kdq	CAHILL	KATHARINE	EVON	1958-04-15	F	Australia	Y	Barney Point	4680	2011-04-23
h4p-4yj	WHORTON	ANGELIQUE	URSULA	1975-08-04	F	Malawi	Y	Malawi		2011-06-12
5ee-4cb	WALK	BRIGITTE	JOELLEN	1970-11-04	F	Australia	Y	West Lakes Shore	5020	2008-01-12
a93-ha3	SHEAFFER	LOREN	HOMER	1965-09-20	M	Australia	Y	Spring Hill (Qld)	4000	2017-02-28
y9z-dko	SCOTT	CONCEPCION	REVA	1984-08-17	F	Australia	Y	Tweed Heads South	2486	2001-07-02
z5p-0c6	HARNER	CALLIE	ZOILA	1936-08-06	F	Australia	Y	Keyneton	5353	2004-11-08
vsd-e8w	WAINSCOTT	CHARLEY	TRACY	1947-06-04	M	Australia	N	Deception Bay	4508	2012-01-10
zpo-eo9	REEDER	ADRIA	DORA	1985-04-15	F	Australia	Y	Gracetown	6284	2008-04-09
pdw-v3t	BENEDETTI	MIKE	CORDELL	1962-08-02	M	Australia	Y	Avondale Heights	3034	2016-02-18
yh9-pdd	RONAN	TREY	ED	1994-04-26	M	Fiji	Y	Fiji		2007-03-09
qqq-z4o	STOTTS	COLUMBUS	KYLE	1992-02-27	M	Cameroon	Y	Cameroon		2006-02-02
b3f-7ch	LITZ	WINSTON	NEVILLE	1958-03-10	M	Australia	Y	Hope Valley (SA)	5090	2002-02-14
44m-2o2	EVERETT	TOSHA	ANTONETTE	1959-06-10	F	Niger	Y	Niger		2017-07-08
d7z-8d3	GRINDLE	ROSEMARIE	TAWNYA	1963-02-06	F	Laos	Y	Laos		2008-04-08
rqu-ru7	WOOLF	RODOLFO	DAVE	2006-05-01	M	Australia	Y	Oxford Falls	2100	2013-04-14
022-m0m	LIPSCOMB	DORRIS	LIZABETH	2005-08-21	F	Madagascar	Y	Madagascar		2014-11-24
umo-8st	CREWS	DELBERT	KIM	2003-08-28	M	Australia	Y	Seaford Meadows	5169	2010-01-25
0uq-i6z	ALDRIDGE	DULCE	JORDAN	2009-03-22	F	Cyprus	Y	Cyprus		2017-09-11
v55-krp	TIMBERLAKE	IRA	ELINOR	1958-08-10	F	Oman	Y	Oman		2006-05-04
43m-y49	PURDY	SCOT	KRIS	1962-07-03	M	Australia	Y	City	2601	2002-02-28
m48-dk9	BIDDLE	YOLONDA	ELMIRA	1975-08-13	F	Australia	Y	Bundeena	2230	2006-02-02
5i0-j29	CHESHIRE	SUZANNA	LUCIENNE	1992-04-18	F	Australia	Y	Gerogery	2642	2006-10-07
mpu-csh	MAGNESS	MAGNOLIA	MAGDALENE	2001-12-27	F	Australia	Y	Linville	4515	2013-03-26
ama-ngc	MURDOCK	DARRICK	SHON	1955-07-08	M	Australia	Y	Tambar Springs	2381	2012-07-16
q3p-sjf	HARE	CHANG	BUDDY	1978-10-10	M	Australia	Y	Tallebudgera	4228	2001-12-20
5zm-r5p	TEMPLIN	KENT	JERRY	1955-02-14	M	Malta	Y	Malta		2002-10-25
fru-5c3	NOAH	CARRI	CHRIS	1977-03-27	F	Australia	N	Sandy Flat	2372	2014-04-15
2m0-eba	HERALD	IGNACIO	DUSTIN	1989-06-27	M	Australia	Y	Lake Albert	2650	2003-01-01
pjw-a9i	FORTIER	NATHANIEL	ANTONIA	1972-04-03	M	Australia	Y	Westbourne Park	5041	2009-09-19
j5e-koa	TOON	DANA	STEPHEN	2001-03-17	M	Australia	Y	Parklands (WA)	6180	2013-04-16
4q2-k9y	SAMSON	CARLTON	TOM	1984-09-07	M	Jordan	Y	Jordan		2005-11-05
n9m-9dx	NICHOLLS	MYRTLE	ELISA	1945-07-07	F	Australia	N	Woodstock (Shoalhaven - NSW)	2538	2012-07-23
jah-sfd	HOUSTON	JEWELL	LATRICE	2002-08-04	F	Australia	Y	Hawthorn (SA)	5062	2017-03-21
jb0-6pt	PENLEY	IVY	WILMA	2007-07-22	F	Australia	Y	Maraylya	2765	2015-04-17
4mh-wd9	CLEMENT	EFREN	HILARIO	1945-02-22	M	Australia	N	Booragoon	6154	2013-05-07
o3q-ad4	ROSENBERG	LETICIA	AMY	1984-03-21	F	Australia	Y	Beaconsfield (Vic.)	3807	2005-07-08
ofq-fwn	LAMM	HECTOR	PRESTON	1955-02-21	M	Australia	Y	Warner	4500	2009-09-20
vfs-v3t	MALONEY	LIONEL	CODY	1985-08-24	M	Australia	Y	Marrickville	2204	2006-02-11
ibg-hn2	WITTE	ABBEY	TAMAR	2008-05-13	F	Burundi	Y	Burundi		2016-06-24
x7i-ngw	CONWELL	DAREN	TRAVIS	1960-08-28	M	Malta	Y	Malta		1999-02-19
9nv-g7j	TILLOTSON	PAUL	LEMUEL	1971-06-06	M	Australia	Y	Newlands Arm	3875	2016-12-10
ukq-hi5	PILCHER	MAUDE	MURIEL	1983-09-16	F	Iraq	Y	Iraq		2014-09-22
ra2-oh3	LAMERE	ELNA	JO	1973-08-20	F	Philippines	Y	Philippines		2012-10-12
237-mzz	SINCLAIR	KRISTI	VENUS	1952-06-17	F	Australia	Y	Kuraby	4112	2002-10-13
jc0-gbt	LEITE	EVANGELINE	MALLORY	1987-05-21	F	Estonia	Y	Estonia		2004-01-12
jyx-6gt	HANCOCK	JODY	BERTRAM	1976-06-17	M	Australia	Y	Vermont South	3133	2004-01-07
633-9f0	KELLUM	BLANCA	CATHY	1977-11-02	F	Turkey	Y	Turkey		2009-04-04
7js-x98	HAMBRICK	ASA	MARCELINO	1954-07-06	M	Australia	Y	Bella Vista	2153	2011-08-13
uig-a46	PADDOCK	BRADLY	SANTIAGO	1970-11-17	M	Australia	Y	Como (NSW)	2226	2010-08-26
2j5-chp	SHRADER	INEZ	TILLIE	1947-09-17	F	Australia	Y	Modbury	5092	2003-11-18
3h6-yi9	FRIEDMAN	ART	MAURICIO	1958-12-15	M	Australia	Y	Cooranbong	2265	2004-02-08
7at-ige	MARKS	VIDA	MARIA	1982-02-16	F	Madagascar	Y	Madagascar		2007-11-25
wu4-ag5	KEYS	MAVIS	JUNE	1956-05-24	F	Australia	Y	Redcliffe (WA)	6104	2003-03-23
gp2-ubr	SCHATZ	BRADLEY	FREDRIC	1977-01-15	M	Australia	Y	Taigum	4018	2005-03-08
ntz-vqx	RADTKE	BRET	JERAMY	1997-11-08	M	China	Y	China		2006-06-12
p0j-g89	NUTT	CHADWICK	RASHAD	1968-12-04	M	Italy	Y	Italy		2009-06-20
a5h-krh	PLUMMER	TYSON	DENNY	1948-01-17	M	Australia	Y	Craven	2422	1999-06-04
ddh-6sq	STANGER	LYDIA	JOY	2001-09-22	F	Philippines	Y	Philippines		2016-05-03
mk6-4gm	SANDLIN	ELBERT	EMMETT	1934-07-23	M	Australia	Y	Trigg	6029	2001-01-19
8te-rjm	KRANZ	JAKE	GRANT	1945-01-19	M	Azerbaijan	Y	Azerbaijan		2005-08-08
wyr-gaq	BELFORD	MARLON	AARON	2013-06-28	M	Somalia	Y	Somalia		2017-03-05
hh8-0of	HIATT	VICKEY	NANCI	1982-03-16	F	Italy	Y	Italy		2007-05-12
h9u-k9a	SHI	KYLIE	SALLIE	1975-01-17	F	Australia	Y	McLaren Flat	5171	2009-06-04
800-b7h	CONTE	PHILIP	GARLAND	1974-02-21	M	Jamaica	Y	Jamaica		2015-11-14
qkm-72d	BOLDT	BRANDEE	ISABEL	1967-11-03	F	Australia	Y	Chelmer	4068	1998-12-11
ot7-o0q	CRUTCHER	VERNITA	BONITA	1995-07-01	F	Lebanon	Y	Lebanon		2013-09-17
9oa-ffb	TOLBERT	MELONIE	LAQUITA	1979-01-09	F	Australia	Y	Lalor	3075	2002-10-20
wpv-iha	WENTZ	KRYSTYNA	SHERRY	2002-11-12	F	Australia	Y	Phegans Bay	2256	2013-09-18
vjb-su6	ELWOOD	DARRELL	LINDSEY	1975-04-22	M	Ghana	Y	Ghana		2002-12-16
3de-4da	HINSHAW	DERRICK	BLAKE	1981-08-02	M	Australia	Y	Port Paterson	5700	1999-08-04
28u-0nv	OREILLY	ROXIE	DORENE	1960-12-06	F	Vietnam	Y	Vietnam		1999-08-25
m64-mii	BANAS	ANNABELLE	JOANN	1970-12-19	F	Australia	Y	Bethania	4205	2007-05-01
2uv-2m5	CANADAY	RENITA	DAWN	1953-08-26	F	Singapore	Y	Singapore		2006-04-01
o84-z6n	ANTON	LEONARD	ELVIN	1953-10-17	M	Nicaragua	Y	Nicaragua		2012-12-28
eew-o45	BURROWS	MYRON	MCKINLEY	1991-01-09	M	Australia	Y	Coburg	3058	2017-03-01
r0w-ib3	BIEBER	DARA	JADA	1976-04-25	F	Australia	Y	Wishart (Qld)	4122	2003-09-04
g7j-fjr	LOWERY	FIDEL	TRAVIS	1986-10-03	M	Nicaragua	Y	Nicaragua		1998-09-14
p8c-jtt	KEENAN	ALYCE	MARGERY	1988-02-12	F	Australia	Y	Lenah Valley	7008	2012-02-19
p3e-e70	PEEBLES	KRIS	MELISA	1983-01-06	F	Australia	Y	Whites Valley	5172	2004-01-02
htx-v75	AHO	MERLIN	EARLE	1989-07-13	M	Australia	Y	Boolarra South	3870	2006-07-26
ohw-3gj	BRADEN	ELDRIDGE	JOSPEH	1992-11-01	M	Australia	Y	Abbotsford (Vic.)	3067	2005-04-17
vic-6g2	PAWLOWSKI	THADDEUS	RUBIN	1948-02-14	M	Australia	Y	Moorabbin Airport	3194	2001-06-05
ufe-h4n	CAWLEY	CHRISTIN	FLORINE	1969-05-26	F	Australia	Y	Pooncarie	2648	2009-10-03
aue-eco	PEACH	JEANNETTE	LIANA	1966-10-04	F	Australia	Y	Christmas Hills (Vic.)	3775	2004-08-18
ncc-gbs	RANKIN	ROBERTO	DONNIE	1997-07-10	M	Jordan	Y	Jordan		2004-04-21
yj5-opq	HUNSUCKER	MAJOR	NELSON	1967-03-11	M	Australia	Y	Lobethal	5241	2012-11-24
05w-6id	MCQUISTON	TENA	QUEEN	1940-10-15	F	Australia	N	Malvern (Vic.)	3144	2008-09-10
4tu-42t	MOFFAT	CORDELL	ISREAL	1962-08-09	M	Australia	Y	Kurralta Park	5037	2013-09-19
ffz-ayo	EASON	SABRINA	COLLEEN	1972-10-22	F	Jordan	Y	Jordan		1999-07-10
xdx-007	DEFRANCO	MCKINLEY	TY	1992-10-11	M	Australia	Y	Bacchus Marsh	3340	1999-04-25
9e8-zqx	BURRUS	BRET	JACK	1947-07-12	M	Jamaica	Y	Jamaica		2007-09-28
8vd-o9q	JAYNES	SANTOS	STEPHEN	1955-02-14	M	Australia	Y	Moffatdale	4605	2007-08-26
a0n-7dn	GARNETT	MARLYN	DEE	1945-10-15	F	Australia	Y	Bilgola	2107	2001-03-13
f4h-qom	CYRUS	GORDON	CARSON	1965-05-01	M	Australia	Y	Brookfield (Vic.)	3338	2006-04-27
ius-kwi	CANTY	AISHA	VESTA	1986-11-26	F	Norway	Y	Norway		2014-11-26
bn0-uk2	BELFORD	STANFORD	GUADALUPE	1958-08-19	M	Australia	Y	Eaton (WA)	6232	2003-06-28
w2i-7o2	FAIRBANKS	HUGO	ODIS	1959-03-19	M	Australia	Y	Swanbourne	6010	2002-01-18
0ss-gqr	LAUFER	ANGEL	DEVON	1955-08-07	M	Australia	Y	Preston (Vic.)	3072	2004-01-27
tng-mgi	MOORE	JOLYNN	CHRISTEL	2006-12-04	F	Timor Leste	Y	Timor Leste		2011-05-04
ayr-afs	OBANNON	STACEY	WILLIAMS	2005-09-12	M	Philippines	Y	Philippines		2015-11-08
5yg-24y	WELTER	BARRY	CLAUDE	1995-02-28	M	Australia	Y	Berringa	3351	2004-02-14
k8c-5vu	POOLE	JC	AHMAD	2001-12-14	M	Australia	Y	Salisbury North	5108	2010-04-03
swp-b2i	EARLES	ELOISE	NELLA	1957-06-19	F	Australia	Y	Henty (NSW)	2658	2009-11-03
ya5-8jv	DEBOER	GERALYN	JERRI	1995-06-21	F	Australia	Y	Victory Heights (WA)	6432	2013-08-08
e7o-os9	RASH	DANNIE	CHARLIE	1949-12-19	M	Thailand	Y	Thailand		2004-02-16
d2x-c9h	BOOTHE	IRWIN	NICHOLAS	1952-06-25	M	Timor Leste	Y	Timor Leste		2009-10-20
bw6-urh	LAVALLEE	EDMUNDO	ROY	1962-12-22	M	Australia	Y	Altona North	3025	1999-01-10
jbo-wsf	BICKLEY	MCKINLEY	KRIS	1983-07-02	M	Australia	Y	Hampton East	3188	2010-05-07
w6s-xye	WICK	IGNACIO	MELVIN	1985-07-18	M	Finland	Y	Finland		2009-10-25
phs-dig	THREATT	NATHAN	SHAD	1974-08-18	M	Niger	Y	Niger		1999-02-20
c5m-bhk	PETRIE	ANTOINE	JAMIE	1955-07-25	M	Australia	N	Cowes	3922	2005-09-26
srd-szw	TUNSTALL	RENITA	CARINA	2000-10-01	F	Australia	Y	Wamberal	2260	2008-06-18
m28-ynp	CORDELL	JEAN	IGNACIO	1988-11-16	M	Australia	Y	Walbundrie	2642	2013-08-23
a6t-kq3	SHOEMAKE	LESLIE	TOMASA	1986-02-04	F	Australia	Y	Arcadia (NSW)	2159	2011-10-05
70g-h5x	RINEHART	PALMER	BARRY	1970-11-16	M	Honduras	Y	Honduras		2008-03-04
fmd-238	MONTGOMERY	KAITLYN	SADE	1998-08-11	F	Australia	Y	Brunswick East	3057	2003-03-25
0e8-ezw	WESTERVELT	ESSIE	LIANE	1985-07-19	F	Australia	Y	Emerald (Qld)	4720	2008-06-19
spa-smc	JUSTUS	LARUE	JOSEPHINE	2001-12-01	F	Somalia	Y	Somalia		2016-09-17
b4m-d4e	SABATINO	MARCELLUS	WILL	1956-04-20	M	Australia	Y	Ravenhall	3023	2012-11-20
d3t-3pn	JOWERS	FRANCES	AMBROSE	1943-06-23	M	Australia	N	Brigadoon	6069	2005-09-13
nt6-a0m	GREENAWALT	HILLARY	KANDI	1984-11-13	F	Argentina	Y	Argentina		2009-04-26
nd4-5up	HUFFAKER	KELVIN	THERON	1958-05-20	M	Australia	Y	Norwood (SA)	5067	2002-07-02
6n5-hd6	SILVIA	BERT	RENALDO	1962-04-14	M	Tunisia	Y	Tunisia		2014-11-19
tb8-af5	BURSON	MARQUIS	DEANDRE	1942-02-07	M	Egypt	Y	Egypt		2005-06-06
hmb-wq2	HEGARTY	RONNY	BENEDICT	1947-06-20	M	Australia	Y	Parkside (SA)	5063	2001-04-13
bj3-i92	SANTO	MARCIE	DEIRDRE	1954-04-08	F	Australia	Y	Annerley	4103	2002-05-05
3uq-74j	BOULANGER	FABIOLA	EDITH	1990-04-05	F	Malta	Y	Malta		1998-02-19
fjv-aip	CARREIRO	WILLIAN	ISIDRO	1967-03-05	M	Chile	Y	Chile		2016-01-14
ucq-ahk	MCCURLEY	RODRICK	ZANE	1976-05-28	M	Australia	Y	Burraneer	2230	2011-09-22
24r-wq6	TATUM	ALBERTHA	ELVA	1974-10-24	F	Australia	N	Forrestfield	6058	2009-12-23
3ko-0ty	LUNDIN	INGA	DALE	1941-06-02	F	Burundi	Y	Burundi		2010-10-09
kg5-83w	AULD	KEENAN	OLIN	1980-03-10	M	Australia	Y	Melbourne	3004	1998-10-12
knt-bro	HADDAD	ETHELYN	EDITH	1948-03-03	F	Tunisia	N	Tunisia		2015-11-19
9dq-fkt	PETRUCCI	BERNIE	JACINTO	1947-08-27	M	Australia	Y	Frenchs Forest	2086	2007-11-16
jzr-oh8	SYMONS	ISAIAS	LEIF	1976-12-19	M	Jordan	Y	Jordan		2006-11-16
ojw-ej2	RAINS	EMORY	ARON	2002-04-21	M	Azerbaijan	Y	Azerbaijan		2016-08-19
7gf-wwo	BOATMAN	JASMIN	DARLINE	1944-09-16	F	Australia	Y	Crib Point	3919	1998-10-07
s3c-atd	WALSH	BELEN	KASSANDRA	1958-02-11	F	Cyprus	Y	Cyprus		2012-10-21
4j0-rb0	HARTLE	ELMA	ZOILA	1961-02-13	F	Australia	Y	Te Kowai	4740	1998-04-14
ie9-ecv	HACKETT	NANCI	CAROLANN	1986-03-27	F	Samoa	Y	Samoa		2004-04-06
geq-f4d	TALBERT	HATTIE	SANTA	1970-09-20	F	Libya	Y	Libya		1998-08-05
wny-znt	MASSE	DARNELL	MELVIN	1934-06-05	M	Australia	Y	Erskineville	2043	1998-10-06
xfk-xt5	SCHAFFER	URSULA	SHANDA	2001-09-02	F	Australia	Y	Lane Cove	2066	2005-06-07
0z8-tdw	YINGLING	ABEL	WILLIAMS	2000-09-08	M	Guyana	Y	Guyana		2008-11-22
w7e-0n7	TEPPER	PHILOMENA	DINA	1965-03-27	F	Australia	Y	Towradgi	2518	2006-02-16
x34-xqs	MCCREA	JESSICA	ELLIE	1971-12-08	F	Burundi	Y	Burundi		2013-12-01
q6z-onr	GILE	CECIL	BERNADETTE	1988-12-27	F	Australia	Y	Hattah	3501	1999-11-04
gfw-75n	RHYNE	JOHNATHON	DILLON	1936-06-22	M	Colombia	N	Colombia		1998-05-16
2tj-m74	MAZZONE	ALEXIS	LUCIUS	1954-12-23	M	Australia	Y	Mount Cottrell	3024	1999-08-05
e8j-9ki	HERSEY	BOB	DUDLEY	1976-11-03	M	Turkey	Y	Turkey		2004-01-05
ngs-xea	LANTZ	PAUL	MARCUS	1971-10-03	M	China	Y	China		2004-04-18
5wk-bay	WOOLDRIDGE	QUEEN	JAMES	2000-04-02	F	Australia	Y	Mount Pleasant (Moreton Bay - Qld)	4521	2005-09-01
2d4-5zm	DETWILER	RODOLFO	RUDOLPH	1997-03-03	M	Australia	Y	Macquarie Fields	2564	2011-05-27
3a6-aij	LOMBARDI	CHARLA	CARROLL	1971-02-14	F	Canada	Y	Canada		2003-07-10
jda-cvj	GILLENWATER	LARRY	MONROE	1998-02-21	M	Australia	Y	Bowenvale	3465	2012-09-11
ug5-ngn	LANEY	LIZETTE	TONI	2002-04-10	F	Madagascar	Y	Madagascar		2007-01-03
6vw-vks	GREENBERG	BRANDEN	KENTON	1953-11-14	M	Australia	Y	Hemmant	4174	2004-03-08
e77-y6o	JOHANSSON	MAGDALENA	SHARONDA	1947-07-06	F	Greece	Y	Greece		2016-07-18
kvb-cv6	DEMPSEY	MAE	MARYJO	1994-04-08	F	Australia	Y	Mayfield (Newcastle - NSW)	2304	2004-04-11
z6g-wao	LEEDY	JASMIN	MABEL	2009-09-07	F	Australia	Y	Deer Park	3023	2013-03-27
amt-2nh	PRINCE	EMILIE	LAKESHIA	1973-02-23	F	Australia	Y	Bonny Hills	2445	2008-11-15
tyk-bh3	GARROW	LATASHA	FABIOLA	1949-04-05	F	Australia	Y	Riverview (Gwydir - NSW)	2404	2009-10-10
nuq-036	GILMAN	SOLOMON	BEAU	1977-04-13	M	Australia	N	Meadowbank (NSW)	2114	2009-04-23
wrr-w9j	POWER	CECELIA	HONG	1966-12-01	F	Australia	Y	Meadowbank (NSW)	2114	2017-10-17
tkz-bc2	MCCULLOUGH	ANASTASIA	LATOYA	1968-11-26	F	Jordan	Y	Jordan		2015-01-02
i5b-5dg	REDFIELD	DOUG	JAMES	1995-05-12	M	Guadeloupe	Y	Guadeloupe		2003-08-11
xa4-ghd	TAPP	JUAN	YONG	1980-07-27	F	Australia	Y	King Scrub	4521	2003-12-11
y4v-9tj	WAMSLEY	VERNELL	KARIE	1980-12-13	F	Australia	Y	Creswick	3363	2017-07-07
r30-38n	DORIA	GUS	RUEBEN	1939-11-02	M	Australia	Y	Sorrento (Vic.)	3943	2007-07-22
egm-49p	KYLE	CHRISTIANA	KITTY	1943-02-04	F	Australia	N	Maleny	4552	2006-07-28
p60-iji	ELLINGER	TRENA	MADELEINE	2008-03-19	F	Australia	Y	Mudjimba	4564	2016-07-14
omg-goh	WALLS	ART	CRUZ	1971-03-23	M	China	Y	China		2008-11-09
5ty-szt	SLOVER	FREDA	LIANA	1989-11-22	F	Australia	Y	Beerburrum	4518	2001-12-06
asv-kjz	BRAWNER	PAIGE	CHRISTY	1947-11-20	F	Australia	N	Park Ridge South	4125	2016-05-21
6at-h4i	AUERBACH	NORRIS	DONALD	1968-04-10	M	Australia	Y	Little River (Vic.)	3211	2014-07-09
qy3-0gx	STEADMAN	NORA	OPHELIA	1986-04-20	F	Australia	Y	Burrum Heads	4659	2015-01-14
ihp-iis	DAWES	CECIL	GRADY	1995-11-17	M	Australia	Y	Armadale (Vic.)	3143	1999-12-23
i48-dbu	AHMED	LARRY	CHET	1966-09-25	M	Cameroon	Y	Cameroon		2014-06-13
3u4-cor	PLOWMAN	THOMASINA	ROBBIN	1993-11-01	F	Australia	Y	Woomargama	2644	2016-06-11
fao-sa2	BUTT	EVERETTE	TRINIDAD	1987-11-12	M	Australia	Y	Gin Gin (NSW)	2823	2012-02-22
nob-xab	ALDRICH	GERRY	DICK	1986-11-09	M	Guatemala	Y	Guatemala		2005-03-23
ici-key	KELLEHER	DONOVAN	GARY	1992-08-16	M	Australia	Y	Glenden	4743	2016-08-06
4nz-vdr	MAYNARD	HILARIO	BRUNO	1991-10-23	M	India	Y	India		1998-09-16
xrt-004	HARGRAVES	LAI	MEAGHAN	1991-08-05	F	Lesotho	Y	Lesotho		2016-10-04
u5c-ik4	LEVIN	TAMAR	SHAWNA	1956-02-04	F	Australia	Y	North Adelaide	5006	2012-07-22
x8v-zb5	FARKAS	SANTO	NED	1942-12-21	M	Equatorial Guinea	N	Equatorial Guinea		2008-06-26
325-vzf	DECICCO	SAMMY	PORTER	1958-05-22	M	Honduras	Y	Honduras		2002-09-25
j3y-cpa	NAVE	VICKEY	MELINDA	2003-05-24	F	Australia	Y	Bittern	3918	2013-11-27
90c-jpt	KIRKHAM	ERASMO	NORMAN	1989-12-19	M	China	Y	China		2016-06-11
vdx-3i9	CHAMP	MIRIAN	MONA	1976-08-01	F	Australia	Y	Kensington (NSW)	2033	1999-11-13
msm-99k	LONG	KENNITH	JAMAR	1987-09-28	M	Australia	Y	Wombat	2587	2004-07-14
cbx-gk6	GABBERT	FRANKLYN	DILLON	1953-08-28	M	Australia	Y	Wantirna South	3179	2011-08-21
tz7-edy	BOGARD	FRANCIS	MARICELA	1961-04-24	F	Australia	Y	Cooroy	4563	1999-09-04
j6c-dcm	LIVINGSTON	AUGUSTA	DIAN	1954-07-01	F	Nigeria	Y	Nigeria		2014-07-19
ore-yn5	MEISSNER	ZELDA	DORENE	1999-10-01	F	Australia	Y	Millicent	5280	2005-04-21
